post_id	events	engagement_date
676466549	1	1448946000
676466549	1	1454302800
676466549	1	1459483200
676466553	738	1435723200
676466553	3	1438401600
676466553	1	1441080000
676466553	1	1446350400
676466559	1713	1435723200
676466559	3	1441080000
676466559	3	1443672000
676466559	2	1446350400
676466559	2	1451624400
676466559	1	1454302800
676471503	0	18000
676471503	1138	1435723200
676471503	3	1438401600
676525816	617	1435723200
676525817	826	1435723200
676525817	14	1438401600
676525817	22	1441080000
676525817	2	1443672000
676525817	1	1448946000
676525875	1380	1435723200
676525928	353	1435723200
676560122	2077	1435723200
676560122	5	1438401600
676563211	0	18000
676563211	593	1435723200
676563211	2	1438401600
676563211	1	1441080000
676599786	0	18000
676599786	2	1433131200
676599786	720	1435723200
676599786	6	1438401600
676599786	1	1441080000
676599786	17	1443672000
676677436	8	1433131200
676677436	1268	1435723200
676677436	5	1438401600
676677436	1	1443672000
676677436	4	1459483200
676702549	665	1435723200
676702695	1013	1435723200
676734913	1132	1435723200
676734913	5	1438401600
676734913	4	1441080000
676734913	2	1446350400
676734913	1	1451624400
676734913	3	1456808400
676774859	265	1435723200
676784374	1457	1435723200
676784374	5	1438401600
676784374	2	1441080000
676784374	1	1443672000
676865525	0	18000
676865525	1235	1435723200
676865564	0	18000
676865564	1331	1435723200
676865564	2	1438401600
676865564	4	1448946000
676868245	0	18000
676868245	741	1435723200
676868245	1	1438401600
676868245	1	1441080000
676868245	1	1446350400
676868245	1	1454302800
676929387	0	18000
676929387	1745	1435723200
676929387	7	1438401600
676929387	1	1446350400
676929612	0	18000
676929612	624	1435723200
676929612	9	1438401600
676929612	5	1441080000
676929612	11	1443672000
676929739	2318	1435723200
676929739	135	1438401600
676929739	3	1441080000
676929739	3	1446350400
676929739	1	1448946000
676929739	1305	1459483200
676947338	0	18000
676947338	699	1435723200
676947338	4	1438401600
676947338	4	1443672000
676947338	1	1448946000
676947338	2	1456808400
676947344	1007	1435723200
676947344	7	1438401600
676947344	4	1441080000
676947344	3	1443672000
676947344	10	1446350400
676947344	1	1448946000
676947344	2	1459483200
676964862	714	1435723200
676964869	494	1435723200
676964956	744	1435723200
676979917	1580	1435723200
676979917	14	1438401600
676979917	5	1441080000
676979917	21	1443672000
676979917	1	1446350400
677035929	692	1435723200
677035929	6	1438401600
677035929	1	1443672000
677035929	1	1446350400
677035929	2	1451624400
677036036	0	18000
677036036	932	1435723200
677036036	198	1438401600
677036036	1	1441080000
677036036	1	1448946000
677036171	0	18000
677036171	901	1435723200
677036171	1	1438401600
677036171	1	1448946000
677036274	206	1435723200
677036316	0	18000
677036316	661	1435723200
677036316	7	1441080000
677036316	1	1443672000
677044087	431	1435723200
677072867	747	1435723200
677072887	906	1435723200
677073104	592	1435723200
677103456	0	18000
677103456	561	1435723200
677103456	6	1438401600
677103546	385	1435723200
677108853	0	18000
677108853	1752	1435723200
677108853	1	1438401600
677108853	1	1441080000
677108853	6	1459483200
677108948	243	1435723200
677166708	0	18000
677166708	636	1435723200
677166708	8	1438401600
677166708	89	1441080000
677166708	113	1446350400
677230933	0	18000
677230933	585	1435723200
677230933	483	1438401600
677230933	1	1441080000
677242773	2364	1435723200
677242773	17	1438401600
677242773	1	1441080000
677242773	30	1443672000
677242773	14	1446350400
677242773	1	1451624400
677242773	8	1456808400
677280239	813	1435723200
677299441	837	1435723200
677331407	455	1435723200
677362052	1287	1435723200
677380363	990	1435723200
677380363	3	1438401600
677380363	1	1443672000
677380363	1	1448946000
677394191	982	1435723200
677394221	1142	1435723200
677394360	479	1435723200
677445666	0	18000
677445666	1413	1435723200
677445666	2	1438401600
677445666	8	1441080000
677445666	2	1446350400
677472830	0	18000
677472830	1602	1435723200
677472830	3	1438401600
677472830	1	1443672000
677472830	1	1448946000
677493880	0	18000
677493880	1565	1435723200
677493880	3	1438401600
677493880	1	1446350400
677533039	1181	1435723200
677533039	4	1438401600
677533039	2	1443672000
677533039	1	1448946000
677584536	0	18000
677584536	1129	1435723200
677584536	11	1438401600
677584536	19	1443672000
677584536	32	1448946000
677589201	1113	1435723200
677589201	10	1438401600
677589201	1	1443672000
677589201	1	1446350400
677594291	2	1435723200
677604565	6490	1435723200
677604565	103	1438401600
677604565	7	1443672000
677604565	2	1446350400
677604565	2	1448946000
677604565	1	1454302800
677604565	2	1456808400
677621141	1039	1435723200
677621155	668	1435723200
677621205	719	1435723200
677621292	610	1435723200
677647870	853	1435723200
677648047	3433	1435723200
677648047	1	1443672000
677648047	2	1446350400
677648047	2	1448946000
677648050	1387	1435723200
677648050	55	1438401600
677648050	2	1443672000
677648050	1	1446350400
677648050	11	1448946000
677667288	259	1435723200
677687868	844	1435723200
677687868	2	1438401600
677687868	21	1441080000
677692634	383	1435723200
677692661	5048	1435723200
677692661	24	1438401600
677692661	3	1441080000
677692661	1	1443672000
677692661	8	1446350400
677715856	503	1435723200
677715872	755	1435723200
677716109	697	1435723200
677744012	193	1435723200
677744046	201	1435723200
677750177	1837	1435723200
677750177	11	1438401600
677750177	19	1441080000
677750177	4	1443672000
677750177	1	1451624400
677750177	1	1456808400
677750223	1587	1435723200
677750223	8	1438401600
677750223	4	1441080000
677750223	2	1446350400
677750223	3	1456808400
677763625	462	1435723200
677814115	988	1435723200
677814115	1	1441080000
677834758	48	1435723200
677841992	0	18000
677841992	685	1435723200
677841992	10	1438401600
677841992	1	1443672000
677887311	1271	1435723200
677887471	655	1435723200
678093126	0	18000
678093126	2329	1435723200
678093126	170	1438401600
678093126	4	1443672000
678093126	1	1448946000
678093126	8	1454302800
678093126	2	1459483200
678133542	0	18000
678133542	1546	1435723200
678133542	2	1438401600
678133542	1	1441080000
678133542	1	1443672000
678148407	935	1435723200
678148511	830	1435723200
678225364	444	1435723200
678271001	258	1435723200
678274746	961	1435723200
678274998	797	1435723200
678274998	10	1438401600
678274998	1	1441080000
678274998	1	1443672000
678274998	1	1446350400
678274998	2	1451624400
678281738	53	1435723200
678325538	1781	1435723200
678325538	34	1438401600
678325538	118	1441080000
678325538	4	1443672000
678325538	1	1454302800
678325538	1	1456808400
678407472	1181	1435723200
678407566	1162	1435723200
678429594	1928	1435723200
678429594	7	1438401600
678429594	8	1441080000
678429594	2	1443672000
678429594	2	1454302800
678493123	1013	1435723200
678666262	0	18000
678666262	21780	1435723200
678666262	1109	1438401600
678666262	233	1441080000
678666262	32	1443672000
678666262	14	1446350400
678666262	283	1448946000
678666262	40	1451624400
678666262	280	1454302800
678666262	4	1456808400
678711095	7570	1435723200
678711095	273	1438401600
678711095	28	1441080000
678711095	44	1443672000
678711095	39	1446350400
678711095	7	1448946000
678711095	32	1451624400
678711095	1	1454302800
678711095	30	1456808400
678711095	2	1459483200
678750144	1027	1435723200
678750289	1124	1435723200
678764635	444	1435723200
678767017	0	18000
678767017	1976	1435723200
678767017	23	1438401600
678767017	4	1441080000
678767017	13	1443672000
678767017	5	1446350400
678767017	6	1448946000
678767017	5	1451624400
678837713	0	18000
678837713	4109	1435723200
678837713	100	1438401600
678837713	140	1441080000
678837713	27	1443672000
678837713	11	1446350400
678837713	6	1448946000
678837713	1	1459483200
678862894	0	18000
678862894	580	1435723200
678862894	1	1438401600
678862894	1	1441080000
678862894	4	1443672000
678862894	2	1446350400
678900478	1978	1435723200
678900478	21	1438401600
678900478	8	1441080000
678900478	1	1443672000
678900478	1	1446350400
678900478	1	1448946000
678900478	4	1459483200
678909768	0	18000
678909768	1313	1435723200
678909768	12	1441080000
678909768	1	1456808400
678918164	676	1435723200
678919250	780	1435723200
678934484	2550	1435723200
678934484	148	1438401600
678934484	7	1441080000
678934484	65	1443672000
678934484	18	1446350400
678934484	5	1448946000
678934484	4	1451624400
678934484	21	1456808400
678934484	3	1459483200
678971416	0	18000
678971416	1600	1435723200
678971416	9	1438401600
678971416	2	1441080000
678971416	3	1443672000
678971416	4	1446350400
678971416	3	1448946000
678971416	12	1454302800
678971416	3	1456808400
678971416	2	1459483200
679042268	386	1435723200
679071026	0	18000
679071026	853	1435723200
679071026	8	1438401600
679071026	1	1443672000
679071026	2	1451624400
679071181	0	18000
679071181	605	1435723200
679071181	489	1438401600
679071181	1	1441080000
679071181	1	1446350400
679079857	3	18000
679079857	212	1435723200
679080341	1	1435723200
679104720	0	18000
679104720	821	1435723200
679104720	2	1438401600
679104720	7	1441080000
679104720	1	1446350400
679147032	4779	1435723200
679147032	11	1438401600
679147032	4	1441080000
679147032	5	1443672000
679147032	1	1448946000
679150615	0	18000
679150615	2538	1435723200
679158221	257	1435723200
679161733	841	1435723200
679188340	3468	1435723200
679188340	21	1438401600
679188340	16	1441080000
679188340	3	1446350400
679188340	5	1448946000
679188719	659	1435723200
679188719	1	1438401600
679188719	1	1441080000
679188719	1	1446350400
679193736	1095	1435723200
679199525	0	18000
679199525	1399	1435723200
679199525	13	1438401600
679199525	2	1448946000
679245156	1778	1435723200
679245156	13	1438401600
679245156	2	1441080000
679245156	11	1443672000
679245156	2	1446350400
679245156	4	1448946000
679270041	847	1435723200
679270041	2	1438401600
679270041	1	1441080000
679270041	1	1443672000
679270041	4	1448946000
679270347	0	18000
679270347	1232	1435723200
679270347	33	1438401600
679270347	1	1443672000
679270347	17	1459483200
679270851	267	1435723200
679296929	0	18000
679296929	1365	1435723200
679296929	12	1438401600
679296929	32	1443672000
679306682	0	18000
679306682	1055	1435723200
679306682	3	1438401600
679336003	347	1435723200
679336003	26	1438401600
679336003	3	1446350400
679338578	2	1435723200
679339116	0	18000
679339116	1437	1435723200
679339116	27	1438401600
679351960	1581	1435723200
679351960	8	1438401600
679351989	812	1435723200
679351989	3	1438401600
679351989	296	1441080000
679373321	1215	1435723200
679373321	1	1446350400
679409887	0	18000
679409887	1628	1435723200
679409887	51	1438401600
679409887	6	1441080000
679409887	8	1443672000
679409887	4	1446350400
679409887	2	1448946000
679409887	1	1451624400
679479713	440	1435723200
679528508	0	18000
679528508	826	1435723200
679528508	1	1438401600
679528508	46	1446350400
679529331	0	18000
679529331	738	1435723200
679529331	4	1438401600
679529331	2	1441080000
679555796	1567	1435723200
679556228	554	1435723200
679556274	817	1435723200
679556432	0	18000
679556432	543	1435723200
679556432	5	1438401600
679556432	1	1441080000
679556432	1	1446350400
679556889	1120	1435723200
679594796	0	18000
679594796	1493	1435723200
679594796	10	1438401600
679594796	2	1441080000
679594796	28	1459483200
679594980	0	18000
679594980	909	1435723200
679594980	8	1438401600
679594980	1	1441080000
679594980	1	1446350400
679595357	0	18000
679595357	504	1435723200
679641699	120	18000
679641699	1031	1435723200
679682286	0	18000
679682286	920	1435723200
679682286	3	1438401600
679682286	1	1448946000
679717520	189	1435723200
679733370	0	18000
679733370	491	1435723200
679733370	1278	1441080000
679733370	1	1456808400
679748267	0	18000
679748267	484	1435723200
679748267	3	1438401600
679748267	2	1446350400
679807351	408	1435723200
679823572	624	1435723200
679826335	159	1435723200
679826583	0	18000
679826583	1127	1435723200
679826583	5	1438401600
679826583	3	1443672000
679826583	2	1446350400
679875312	364	1435723200
679875927	503	1435723200
679879124	1058	1435723200
679880429	897	1435723200
679880436	1234	1435723200
679881401	1207	1435723200
679911354	0	18000
679911354	722	1435723200
679911354	2	1438401600
679911354	1	1446350400
679911354	7	1459483200
679911360	0	18000
679911360	875	1435723200
679911360	9	1438401600
679911360	2	1441080000
679911360	2	1443672000
679911360	1	1446350400
679935276	566	1435723200
679935276	12	1438401600
679935276	4	1441080000
679935276	2	1443672000
679935276	1	1448946000
679935276	9	1459483200
679944843	733	1435723200
679944843	1	1438401600
679945072	9365	1435723200
679945072	68	1438401600
679945072	120	1441080000
679945072	29	1443672000
679945072	11	1446350400
679945072	18	1448946000
679945072	2	1451624400
679945072	1	1454302800
679945072	2	1456808400
679945381	0	18000
679945381	2728	1435723200
679945381	368	1438401600
679945381	12	1441080000
679945381	2	1443672000
679945381	25	1446350400
679945381	1	1456808400
679945381	43	1459483200
679948954	370	1435723200
679971960	0	18000
679971960	956	1435723200
679971960	2	1438401600
679971960	4	1446350400
680018871	2	1435723200
680071047	1730	1435723200
680071047	12	1438401600
680071047	11	1451624400
680071047	1	1454302800
680071047	19	1459483200
680078646	943	1435723200
680078646	37	1438401600
680078646	4	1441080000
680078646	10	1443672000
680123605	2164	1435723200
680128271	234	1435723200
680128608	212	1435723200
680131729	740	1435723200
680131729	1	1456808400
680132788	718	1435723200
680132788	12	1438401600
680132788	1	1441080000
680132788	12	1443672000
680132788	5	1446350400
680132788	1	1451624400
680133170	685	1435723200
680133170	10	1438401600
680133170	1	1441080000
680133170	1	1448946000
680133170	2	1456808400
680147159	0	18000
680147159	831	1435723200
680147159	13	1438401600
680147159	1	1443672000
680147489	0	18000
680147489	464	1435723200
680147489	5	1438401600
680147489	1	1443672000
680147489	1475	1446350400
680147489	2	1448946000
680147489	12	1456808400
680147538	0	18000
680147538	709	1435723200
680147538	4	1438401600
680166474	0	18000
680166474	546	1435723200
680166474	9	1438401600
680166474	1	1448946000
680166474	167	1459483200
680166931	0	18000
680166931	651	1435723200
680166931	1	1448946000
680167247	918	1435723200
680167247	3	1438401600
680167247	3	1443672000
680167247	1	1448946000
680167447	0	18000
680167447	594	1435723200
680178674	0	18000
680178674	637	1435723200
680178674	3	1446350400
680178674	1	1448946000
680179301	1404	1435723200
680179301	68	1438401600
680179301	13	1441080000
680179301	10	1443672000
680179301	5	1446350400
680179301	3	1448946000
680179301	1	1454302800
680179301	16	1459483200
680197462	953	1435723200
680197462	25	1438401600
680197462	1	1441080000
680197462	3	1443672000
680197462	1	1446350400
680197462	1	1451624400
680197462	13	1454302800
680202220	4381	1435723200
680202220	13	1438401600
680202220	12	1443672000
680202220	1	1446350400
680202220	1	1454302800
680202220	4	1456808400
680213315	1219	1435723200
680213315	27	1438401600
680213315	1	1448946000
680213315	6	1459483200
680214382	1837	1435723200
680214382	29	1438401600
680214382	6	1441080000
680214382	5	1443672000
680214382	1	1446350400
680214382	4	1448946000
680214382	1	1454302800
680232433	0	18000
680232433	744	1435723200
680232433	2	1438401600
680232433	1	1443672000
680232433	2	1446350400
680232934	830	1435723200
680232934	361	1438401600
680251425	0	18000
680251425	609	1435723200
680251425	8	1438401600
680251425	1	1443672000
680251425	1	1448946000
680251425	2	1451624400
680257293	661	1435723200
680257293	10	1438401600
680257293	2	1443672000
680257293	1	1446350400
680269416	1279	1435723200
680269416	19	1438401600
680269416	2	1441080000
680272667	814	1435723200
680273310	792	1435723200
680273406	887	1435723200
680277521	935	1435723200
680278682	539	1435723200
680278714	2072	1435723200
680278714	12	1438401600
680278714	2	1441080000
680278714	2	1446350400
680278714	21	1459483200
680279647	1025	1435723200
680307918	0	18000
680307918	662	1435723200
680307918	5	1438401600
680307918	1	1443672000
680307918	1	1448946000
680307918	1	1459483200
680333501	0	18000
680333501	980	1435723200
680333501	2	1438401600
680333501	1	1448946000
680333501	1	1451624400
680333722	0	18000
680333722	424	1435723200
680367647	627	1435723200
680465297	0	18000
680465297	1376	1435723200
680465297	10	1438401600
680465297	13	1441080000
680465297	8	1443672000
680465297	3	1446350400
680465788	0	18000
680465788	1909	1435723200
680465788	1906	1438401600
680465788	3	1441080000
680465788	1	1443672000
680477514	932	1435723200
680477514	21	1438401600
680477514	18	1441080000
680477514	28	1443672000
680492389	662	1435723200
680492389	9	1438401600
680729933	846	1435723200
680924084	339	1435723200
681059431	0	18000
681059431	652	1435723200
681059431	10	1438401600
681059431	1	1441080000
681059431	1	1446350400
681059754	0	18000
681059754	715	1435723200
681059754	35	1438401600
681059754	8	1448946000
681059754	9	1459483200
681060131	571	1435723200
681060131	5	1438401600
681060131	2	1448946000
681060402	0	18000
681060402	605	1435723200
681060402	31	1438401600
681060402	2	1443672000
681078138	0	18000
681078138	716	1435723200
681078138	1	1438401600
681078138	2	1443672000
681078138	2	1448946000
681125119	0	18000
681125119	1608	1435723200
681125119	1	1438401600
681125119	1	1443672000
681125119	1	1448946000
681142737	5554	1435723200
681156435	5424	1435723200
681156435	56	1438401600
681156435	16	1443672000
681156435	2	1446350400
681156435	5	1448946000
681182243	0	18000
681182243	1101	1435723200
681182243	17	1438401600
681182243	3	1448946000
681217192	0	18000
681217192	821	1435723200
681217192	1	1438401600
681217192	1	1448946000
681227290	1185	1435723200
681227538	836	1435723200
681238710	1530	1435723200
681238710	26	1438401600
681238710	15	1441080000
681238710	8	1443672000
681238710	9	1446350400
681238710	20	1448946000
681238710	3	1451624400
681238710	4	1454302800
681238710	6	1456808400
681238710	11	1459483200
681259190	546	1435723200
681259190	22	1438401600
681259190	6	1441080000
681259190	2	1443672000
681259584	342	1435723200
681261478	0	18000
681261478	633	1435723200
681261478	1	1438401600
681261478	204	1441080000
681309056	1833	1435723200
681309056	18	1438401600
681309056	7	1441080000
681309056	2	1443672000
681309056	1	1446350400
681309056	1	1448946000
681309056	2	1451624400
681309056	2	1454302800
681309056	2	1456808400
681309528	0	18000
681309528	453	1435723200
681309528	530	1438401600
681309528	1	1441080000
681309902	0	18000
681309902	2944	1435723200
681309902	12	1438401600
681309902	1	1441080000
681309902	1	1446350400
681311070	227	1435723200
681311931	0	18000
681311931	1504	1435723200
681311931	5	1438401600
681311931	26	1443672000
681311931	2	1448946000
681318925	1502	1435723200
681318925	33	1438401600
681318925	19	1441080000
681322217	0	18000
681322217	1304	1435723200
681322217	2	1438401600
681322217	8	1441080000
681322217	1	1448946000
681323615	232	1435723200
681323615	104	1438401600
681341594	0	18000
681341594	482	1435723200
681341594	3	1441080000
681341594	1	1443672000
681341594	1	1451624400
681379958	0	18000
681379958	641	1435723200
681379958	147	1438401600
681379958	1	1441080000
681379958	15	1443672000
681383410	954	1435723200
681383410	1	1441080000
681383411	0	18000
681383411	8653	1435723200
681383411	5	1438401600
681383411	2	1441080000
681383411	2	1443672000
681383411	3	1448946000
681383470	856	1435723200
681383470	8	1438401600
681383470	1	1441080000
681383470	1	1443672000
681383470	1	1448946000
681383969	1128	1435723200
681383969	13	1438401600
681383969	1	1441080000
681383969	2	1446350400
681383969	1	1456808400
681445687	0	18000
681445687	525	1435723200
681445687	6	1438401600
681455783	316	1435723200
681490794	0	18000
681490794	1132	1435723200
681490794	7	1438401600
681490794	1	1446350400
681490794	3	1459483200
681497608	0	18000
681497608	678	1435723200
681497608	41	1438401600
681527828	0	18000
681527828	1699	1435723200
681527828	6	1438401600
681527828	6	1441080000
681527828	1	1443672000
681527828	1	1446350400
681528263	245	1435723200
681539031	3012	1435723200
681539031	101	1438401600
681539031	48	1441080000
681539031	15	1443672000
681569016	1495	1435723200
681569016	17	1438401600
681569016	4	1441080000
681569016	1	1451624400
681579425	1325	1435723200
681579425	5	1438401600
681579425	1	1441080000
681607119	1316	1435723200
681607119	47	1438401600
681607119	763	1441080000
681607119	4	1443672000
681607119	11	1448946000
681607119	19	1459483200
681622394	1683	1435723200
681622394	6	1438401600
681622394	1	1443672000
681635132	625	1435723200
681678768	169	1435723200
681694516	579	1435723200
681694516	4	1438401600
681694516	10	1443672000
681694516	1	1446350400
681694532	0	18000
681694532	567	1435723200
681694532	4	1438401600
681694532	4	1441080000
681876445	1592	1435723200
681876445	12	1438401600
681876445	5	1441080000
681876445	31	1443672000
681889906	461	1435723200
682140303	1065	1435723200
682184193	469	1435723200
682184193	15	1438401600
682184193	1	1443672000
682261247	399	1435723200
682280081	700	1435723200
682280196	1238	1435723200
682283591	2071	1435723200
682283591	7	1438401600
682283591	8	1441080000
682283591	2	1443672000
682283591	1	1448946000
682283591	2	1451624400
682299457	539	1435723200
682299457	1	1441080000
682299457	1	1443672000
682341618	0	18000
682341618	487	1435723200
682341618	2	1438401600
682341618	2	1443672000
682341618	3	1446350400
682342934	0	18000
682342934	554	1435723200
682342934	505	1438401600
682342934	7	1441080000
682342934	2	1443672000
682342934	6	1446350400
682342934	1	1448946000
682344655	200	1435723200
682377370	668	1435723200
682377494	1154	1435723200
682377494	32	1438401600
682377494	4	1441080000
682377494	6	1443672000
682377494	2	1448946000
682377494	2	1451624400
682377494	2	1454302800
682410412	1070	1435723200
682410412	3	1438401600
682410412	103	1441080000
682410412	1	1443672000
682410412	7	1446350400
682410412	3	1448946000
682457489	2979	1435723200
682457489	341	1438401600
682457489	18	1441080000
682457489	1	1443672000
682457489	148	1446350400
682457489	5	1448946000
682457816	434	1435723200
682458540	2830	1435723200
682458540	15	1438401600
682458540	4	1441080000
682458540	39	1443672000
682458540	2	1451624400
682459128	449	1435723200
682461457	231	1435723200
682462584	0	18000
682462584	715	1435723200
682462584	2	1438401600
682462584	6	1441080000
682462584	1	1443672000
682462584	1	1454302800
682470275	1279	1435723200
682470275	18	1438401600
682470275	31	1441080000
682470275	8	1443672000
682470275	10	1446350400
682470275	14	1448946000
682470275	5	1454302800
682470275	3	1459483200
682470377	529	1435723200
682470377	11	1438401600
682470377	5	1441080000
682470377	2	1443672000
682470377	2	1448946000
682470377	1	1451624400
682470377	1	1456808400
682478591	0	18000
682478591	434	1435723200
682478591	5	1438401600
682483944	332	1435723200
682484057	534	1435723200
682484621	1097	1435723200
682485136	0	18000
682485136	4653	1435723200
682485136	93	1438401600
682485136	5	1441080000
682485136	13	1443672000
682485136	25	1446350400
682485136	1	1448946000
682486168	656	1435723200
682486616	1821	1435723200
682487202	0	18000
682487202	309	1435723200
682487202	1	1438401600
682487202	1	1443672000
682487202	1	1448946000
682488070	602	1435723200
682488481	580	1435723200
682490622	152	1435723200
682491362	817	1435723200
682491639	149	1435723200
682496405	654	1435723200
682532019	623	1435723200
682550819	300	1435723200
682550921	1430	1435723200
682550921	39	1438401600
682550921	1	1443672000
682550921	3	1448946000
682552242	0	18000
682552242	1320	1435723200
682552242	8	1438401600
682552242	1	1441080000
682552242	3	1443672000
682552242	1	1451624400
682552242	2	1459483200
682552367	340	1435723200
682552557	634	1435723200
682552557	3	1438401600
682552557	1	1441080000
682552557	2	1448946000
682552557	1	1459483200
682561371	677	1435723200
682561371	44	1438401600
682561371	14	1441080000
682561371	1	1443672000
682561371	1	1448946000
682561371	1	1451624400
682561371	1	1459483200
682566848	253	1435723200
682568172	784	1435723200
682568172	9	1438401600
682568172	3	1443672000
682568172	1	1446350400
682568172	1	1456808400
682569418	672	1435723200
682569418	23	1438401600
682569418	1	1443672000
682569418	14	1446350400
682569418	1	1448946000
682571930	420	1435723200
682577870	636	1435723200
682586072	864	1435723200
682586072	1	1438401600
682594707	2435	1435723200
682594707	3	1438401600
682594707	1	1441080000
682594707	2	1443672000
682594707	1	1456808400
682596197	2006	1435723200
682596197	16	1438401600
682596197	6	1441080000
682596197	6	1443672000
682596197	1	1448946000
682605334	1431	1435723200
682605334	2	1438401600
682605334	4	1443672000
682605334	1	1448946000
682617129	159	1435723200
682619128	528	1435723200
682619128	12	1438401600
682619128	1	1443672000
682619128	1	1446350400
682619128	11	1454302800
682621362	0	18000
682621362	1077	1435723200
682621362	13	1438401600
682621362	3	1443672000
682621362	1	1448946000
682627728	673	1435723200
682627728	4	1438401600
682627728	3	1441080000
682627728	2	1448946000
682645758	3784	1435723200
682645758	62	1438401600
682645758	3	1441080000
682645758	18	1443672000
682645758	18	1446350400
682645758	11	1448946000
682645758	68	1451624400
682645758	12	1459483200
682647150	1030	1435723200
682647150	5	1438401600
682647150	2	1441080000
682647150	1	1446350400
682647150	1	1448946000
682647150	2	1459483200
682647174	1002	1435723200
682647174	23	1438401600
682647174	2	1441080000
682647174	5	1443672000
682647174	1	1446350400
682647174	2	1448946000
682647174	1	1456808400
682647788	581	1435723200
682647788	15	1438401600
682647788	1	1446350400
682654693	630	1435723200
682654693	37	1438401600
682654693	1	1443672000
682654693	1	1446350400
682654693	1	1451624400
682660088	1469	1435723200
682660088	62	1438401600
682660088	11	1441080000
682660088	3	1443672000
682660088	1	1448946000
682660088	3	1451624400
682666749	450	1435723200
682666749	14	1438401600
682666749	1	1454302800
682674589	599	1435723200
682674589	3	1438401600
682674589	2	1441080000
682674589	1	1446350400
682674589	1	1448946000
682681241	187	1435723200
682701109	735	1435723200
682701124	504	1435723200
682738987	2193	1435723200
682738987	36	1438401600
682738987	4	1441080000
682738987	8	1443672000
682738987	1170	1446350400
682738987	1	1448946000
682743858	286	1435723200
682743931	247	1435723200
682767099	0	18000
682767099	1591	1435723200
682767099	15	1438401600
682767099	1	1441080000
682767099	1	1443672000
682767099	2	1446350400
682767563	10809	1435723200
682767563	100	1438401600
682767563	16	1441080000
682767563	223	1443672000
682767563	24	1446350400
682767563	4	1451624400
682767563	3	1456808400
682866951	0	18000
682866951	790	1435723200
682866951	1	1438401600
682866951	1	1441080000
682866951	2	1448946000
682891818	0	18000
682891818	485	1435723200
682891818	15	1438401600
682912995	753	1435723200
682912995	2	1441080000
682912995	3	1448946000
682913039	0	18000
682913039	1281	1435723200
682913039	9	1438401600
682913039	1	1456808400
682929478	927	1435723200
682929478	1	1438401600
682929478	1	1441080000
682929478	1	1443672000
682929708	2408	1435723200
682929708	41	1438401600
682929708	2	1441080000
682929708	15	1443672000
682929708	1	1454302800
682929708	3	1462075200
682956535	0	18000
682956535	1318	1435723200
682956535	35	1438401600
682956535	4	1441080000
682956535	4	1443672000
682956535	104	1446350400
682956535	6	1448946000
682956535	3	1454302800
682973303	911	1435723200
682973303	4	1438401600
682973303	3	1443672000
682995565	0	18000
682995565	3109	1435723200
682995565	46	1438401600
682995565	17	1441080000
682995565	4	1443672000
682995565	68	1459483200
683015261	1425	1435723200
683015261	25	1438401600
683015261	2	1441080000
683015261	2	1443672000
683017866	561	1435723200
683017866	2	1438401600
683017866	1	1448946000
683017880	245	1435723200
683017965	1309	1435723200
683017965	8	1438401600
683017965	2	1441080000
683017965	1	1446350400
683017965	1	1454302800
683038304	0	18000
683038304	2418	1435723200
683038304	40	1438401600
